grts_address;stratum;activity_group_id;date_start;date_start_new;dt_min
906654;3130_na_0_1;4;2026-10-01;2026-01-01;-273
906654;3130_na_0_1;27;2026-10-01;2026-01-01;-273
906654;3130_na_0_1;28;2026-10-01;2026-01-01;-273
906654;3140_0_1;4;2026-01-01;2025-07-01;-184
906654;3140_0_1;15;2026-07-01;2026-01-01;-181
906654;3140_0_1;27;2026-01-01;2025-07-01;-184
906654;3140_0_1;28;2026-01-01;2025-07-01;-184
915062;7140_oli;4;2025-07-01;2026-10-01;457
915062;7140_oli;28;2025-07-01;2026-10-01;457
923730;3260;4;2026-01-01;2025-10-01;-92
923730;3260;15;2026-07-01;2026-04-01;-91
923730;3260;27;2026-01-01;2025-10-01;-92
923730;3260;28;2026-01-01;2025-10-01;-92
979286;6230_hmo;4;2026-10-01;2026-04-01;-183
979286;6230_hmo;28;2026-10-01;2026-04-01;-183
1006710;3260;4;2026-04-01;2025-10-01;-182
1006710;3260;15;2026-10-01;2026-04-01;-183
1006710;3260;27;2026-04-01;2025-10-01;-182
1006710;3260;28;2026-04-01;2025-10-01;-182
1006889;6430_hw;4;2025-07-01;2026-01-01;184
1006889;6430_hw;9;2025-10-01;2026-07-01;273
1006889;6430_hw;28;2025-07-01;2026-01-01;184
1018130;3260;4;2026-07-01;2026-01-01;-181
1018130;3260;27;2026-07-01;2026-01-01;-181
1018130;3260;28;2026-07-01;2026-01-01;-181
1027630;3260;4;2026-10-01;2026-04-01;-183
1027630;3260;27;2026-10-01;2026-04-01;-183
1027630;3260;28;2026-10-01;2026-04-01;-183
1032326;6230_hmo;4;2026-10-01;2026-07-01;-92
1032326;6230_hmo;28;2026-10-01;2026-07-01;-92
1129886;91E0_vn;9;2025-10-01;2026-01-01;92
1129886;91E0_vn;11;2025-10-01;2025-07-01;-92
1129886;91E0_vn;13;2025-10-01;2025-07-01;-92
1176286;4010;4;2026-01-01;2025-10-01;-92
1176286;4010;9;2026-07-01;2026-04-01;-91
1176286;4010;28;2026-01-01;2025-10-01;-92
1203497;6430_hw;4;2025-07-01;2026-07-01;365
1203497;6430_hw;28;2025-07-01;2026-07-01;365
1205598;6510_hus;4;2025-07-01;2026-10-01;457
1205598;6510_hus;28;2025-07-01;2026-10-01;457
1284318;3160_0_1;4;2025-10-01;2025-07-01;-92
1284318;3160_0_1;15;2026-04-01;2025-10-01;-182
1284318;3160_0_1;27;2025-10-01;2025-07-01;-92
1284318;3160_0_1;28;2025-10-01;2025-07-01;-92
1363273;6430_mr;4;2025-07-01;2026-01-01;184
1363273;6430_mr;9;2026-01-01;2026-07-01;181
1363273;6430_mr;28;2025-07-01;2026-01-01;184
1371953;2190_overig;4;2025-07-01;2026-04-01;274
1371953;2190_overig;9;2026-01-01;2026-10-01;273
1371953;2190_overig;28;2025-07-01;2026-04-01;274
1375541;2190_overig;4;2025-07-01;2026-07-01;365
1375541;2190_overig;28;2025-07-01;2026-07-01;365
1472305;2190_mp;4;2025-07-01;2025-10-01;92
1472305;2190_mp;9;2026-01-01;2026-04-01;90
1472305;2190_mp;28;2025-07-01;2025-10-01;92
1515321;91E0_va;4;2026-01-01;2025-07-01;-184
1515321;91E0_va;9;2026-07-01;2025-10-01;-273
1515321;91E0_va;28;2026-01-01;2025-07-01;-184
1516678;91E0_va;4;2026-10-01;2026-01-01;-273
1516678;91E0_va;28;2026-10-01;2026-01-01;-273
1554390;3160_0_1;4;2026-04-01;2025-10-01;-182
1554390;3160_0_1;15;2026-10-01;2026-04-01;-183
1554390;3160_0_1;27;2026-04-01;2025-10-01;-182
1554390;3160_0_1;28;2026-04-01;2025-10-01;-182
1576233;6430_hw;4;2025-10-01;2026-10-01;365
1576233;6430_hw;28;2025-10-01;2026-10-01;365
1584945;2190_overig;4;2025-07-01;2026-10-01;457
1584945;2190_overig;28;2025-07-01;2026-10-01;457
1660081;2190_mp;4;2025-07-01;2026-01-01;184
1660081;2190_mp;9;2026-01-01;2026-07-01;181
1660081;2190_mp;28;2025-07-01;2026-01-01;184
1676465;2190_mp;4;2025-07-01;2026-01-01;184
1676465;2190_mp;9;2025-10-01;2026-07-01;273
1676465;2190_mp;28;2025-07-01;2026-01-01;184
1677870;7140_oli;4;2025-07-01;2026-10-01;457
1677870;7140_oli;28;2025-07-01;2026-10-01;457
1685462;3160_0_1;4;2026-10-01;2026-04-01;-183
1685462;3160_0_1;27;2026-10-01;2026-04-01;-183
1685462;3160_0_1;28;2026-10-01;2026-04-01;-183
1723145;6430_mr;4;2025-07-01;2026-07-01;365
1723145;6430_mr;28;2025-07-01;2026-07-01;365
1735814;9160;9;2025-10-01;2026-01-01;92
1735814;9160;11;2025-10-01;2025-07-01;-92
1735814;9160;13;2025-10-01;2025-07-01;-92
1736754;9160;4;2026-01-01;2025-07-01;-184
1736754;9160;9;2026-07-01;2025-10-01;-273
1736754;9160;28;2026-01-01;2025-07-01;-184
1739974;9160;4;2026-10-01;2026-01-01;-273
1739974;9160;28;2026-10-01;2026-01-01;-273
1768757;2190_a_0_1;4;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;11;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;15;2026-04-01;2026-01-01;-90
1768757;2190_a_0_1;16;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;27;2025-10-01;2025-07-01;-92
1768757;2190_a_0_1;28;2025-10-01;2025-07-01;-92
1801525;2190_a_0_1;4;2026-01-01;2025-07-01;-184
1801525;2190_a_0_1;15;2026-07-01;2026-01-01;-181
1801525;2190_a_0_1;27;2026-01-01;2025-07-01;-184
1801525;2190_a_0_1;28;2026-01-01;2025-07-01;-184
1806302;3130_aom_1_5;4;2026-07-01;2025-07-01;-365
1806302;3130_aom_1_5;27;2026-07-01;2025-07-01;-365
1806302;3130_aom_1_5;28;2026-07-01;2025-07-01;-365
1830705;2190_a_0_1;4;2026-04-01;2025-10-01;-182
1830705;2190_a_0_1;15;2026-10-01;2026-04-01;-183
1830705;2190_a_0_1;27;2026-04-01;2025-10-01;-182
1830705;2190_a_0_1;28;2026-04-01;2025-10-01;-182
1896241;2190_mp;4;2025-07-01;2026-07-01;365
1896241;2190_mp;28;2025-07-01;2026-07-01;365
1899829;2190_mp;4;2025-07-01;2026-10-01;457
1899829;2190_mp;28;2025-07-01;2026-10-01;457
1902553;9130_end;4;2025-10-01;2025-07-01;-92
1902553;9130_end;9;2026-04-01;2026-01-01;-90
1902553;9130_end;11;2025-10-01;2025-07-01;-92
1902553;9130_end;13;2025-10-01;2025-07-01;-92
1902553;9130_end;28;2025-10-01;2025-07-01;-92
1904953;9130_end;4;2026-04-01;2025-10-01;-182
1904953;9130_end;9;2026-07-01;2026-04-01;-91
1904953;9130_end;28;2026-04-01;2025-10-01;-182
1912025;9130_end;4;2026-10-01;2026-04-01;-183
1912025;9130_end;28;2026-10-01;2026-04-01;-183
1975473;2190_a_0_1;4;2026-07-01;2026-01-01;-181
1975473;2190_a_0_1;27;2026-07-01;2026-01-01;-181
1975473;2190_a_0_1;28;2026-07-01;2026-01-01;-181
1999154;3130_na_1_5;4;2025-10-01;2025-07-01;-92
1999154;3130_na_1_5;15;2026-04-01;2025-10-01;-182
1999154;3130_na_1_5;27;2025-10-01;2025-07-01;-92
1999154;3130_na_1_5;28;2025-10-01;2025-07-01;-92
1999286;91E0_vm;4;2025-10-01;2025-07-01;-92
1999286;91E0_vm;9;2026-04-01;2026-01-01;-90
1999286;91E0_vm;11;2025-10-01;2025-07-01;-92
1999286;91E0_vm;13;2025-10-01;2025-07-01;-92
1999286;91E0_vm;28;2025-10-01;2025-07-01;-92
2150070;3140_0_1;4;2026-10-01;2026-01-01;-273
2150070;3140_0_1;27;2026-10-01;2026-01-01;-273
2150070;3140_0_1;28;2026-10-01;2026-01-01;-273
2258078;3130_na_1_5;4;2026-07-01;2025-10-01;-273
2258078;3130_na_1_5;27;2026-07-01;2025-10-01;-273
2258078;3130_na_1_5;28;2026-07-01;2025-10-01;-273
3202741;1310_pol;4;2025-07-01;2026-04-01;274
3202741;1310_pol;9;2026-01-01;2026-10-01;273
3202741;1310_pol;28;2025-07-01;2026-04-01;274
3664630;7140_meso;4;2025-10-01;2025-07-01;-92
3664630;7140_meso;9;2026-04-01;2026-01-01;-90
3664630;7140_meso;11;2025-10-01;2025-07-01;-92
3664630;7140_meso;13;2025-10-01;2025-07-01;-92
3664630;7140_meso;28;2025-10-01;2025-07-01;-92
3673653;6510_hu;9;2025-10-01;2026-01-01;92
3673653;6510_hu;11;2025-10-01;2025-07-01;-92
3673653;6510_hu;13;2025-10-01;2025-07-01;-92
3812142;9190;9;2025-10-01;2026-01-01;92
3812142;9190;11;2025-10-01;2025-07-01;-92
3812142;9190;13;2025-10-01;2025-07-01;-92
3813534;9190;4;2025-10-01;2025-07-01;-92
3813534;9190;9;2026-04-01;2025-10-01;-182
3813534;9190;28;2025-10-01;2025-07-01;-92
3817438;9190;4;2026-01-01;2025-10-01;-92
3817438;9190;9;2026-07-01;2026-04-01;-91
3817438;9190;28;2026-01-01;2025-10-01;-92
3818642;9190;4;2026-04-01;2026-01-01;-90
3818642;9190;28;2026-04-01;2026-01-01;-90
3821166;9190;4;2026-10-01;2026-04-01;-183
3821166;9190;28;2026-10-01;2026-04-01;-183
4026486;7140_mrd;4;2025-07-01;2025-10-01;92
4026486;7140_mrd;9;2026-01-01;2026-04-01;90
4026486;7140_mrd;28;2025-07-01;2025-10-01;92
4241542;91E0_vm;4;2026-10-01;2026-04-01;-183
4241542;91E0_vm;28;2026-10-01;2026-04-01;-183
4290014;4010;4;2025-10-01;2025-07-01;-92
4290014;4010;9;2026-04-01;2026-01-01;-90
4290014;4010;11;2025-10-01;2025-07-01;-92
4290014;4010;13;2025-10-01;2025-07-01;-92
4290014;4010;28;2025-10-01;2025-07-01;-92
4300918;4010;4;2026-01-01;2025-10-01;-92
4300918;4010;9;2026-07-01;2026-04-01;-91
4300918;4010;28;2026-01-01;2025-10-01;-92
4313042;4010;4;2026-10-01;2026-01-01;-273
4313042;4010;28;2026-10-01;2026-01-01;-273
4315346;91E0_vo;9;2026-01-01;2025-10-01;-92
4322014;4010;4;2025-10-01;2025-07-01;-92
4322014;4010;9;2026-04-01;2026-01-01;-90
4322014;4010;11;2025-10-01;2025-07-01;-92
4322014;4010;13;2025-10-01;2025-07-01;-92
4322014;4010;28;2025-10-01;2025-07-01;-92
4325086;4010;4;2026-10-01;2025-10-01;-365
4325086;4010;28;2026-10-01;2025-10-01;-365
4447925;1330_hpr;4;2025-07-01;2025-10-01;92
4447925;1330_hpr;9;2025-10-01;2026-04-01;182
4447925;1330_hpr;28;2025-07-01;2025-10-01;92
4537673;7140_mrd;4;2025-10-01;2026-07-01;273
4537673;7140_mrd;28;2025-10-01;2026-07-01;273
4740049;6230_hmo;9;2025-10-01;2026-01-01;92
4750134;7140_meso;4;2026-01-01;2025-10-01;-92
4750134;7140_meso;9;2026-07-01;2026-04-01;-91
4750134;7140_meso;28;2026-01-01;2025-10-01;-92
4799817;7140_mrd;4;2026-01-01;2026-10-01;273
4799817;7140_mrd;28;2026-01-01;2026-10-01;273
4878210;9130_fm;4;2025-07-01;2026-10-01;457
4878210;9130_fm;28;2025-07-01;2026-10-01;457
5017433;6230_hmo;4;2026-04-01;2026-01-01;-90
5017433;6230_hmo;9;2026-10-01;2026-07-01;-92
5017433;6230_hmo;28;2026-04-01;2026-01-01;-90
6075038;6230_hmo;4;2026-04-01;2026-01-01;-90
6075038;6230_hmo;9;2026-10-01;2026-07-01;-92
6075038;6230_hmo;28;2026-04-01;2026-01-01;-90
6092977;2190_mp;4;2025-07-01;2026-07-01;365
6092977;2190_mp;28;2025-07-01;2026-07-01;365
6314694;91E0_va;4;2026-07-01;2025-10-01;-273
6314694;91E0_va;28;2026-07-01;2025-10-01;-273
6417454;91E0_vm;4;2026-04-01;2025-10-01;-182
6417454;91E0_vm;9;2026-07-01;2026-04-01;-91
6417454;91E0_vm;28;2026-04-01;2025-10-01;-182
7951537;2190_mp;4;2025-07-01;2026-01-01;184
7951537;2190_mp;9;2026-01-01;2026-07-01;181
7951537;2190_mp;28;2025-07-01;2026-01-01;184
8826293;1330_hpr;4;2025-07-01;2026-04-01;274
8826293;1330_hpr;9;2026-01-01;2026-10-01;273
8826293;1330_hpr;28;2025-07-01;2026-04-01;274
9424086;6230_hmo;4;2026-10-01;2026-07-01;-92
9424086;6230_hmo;28;2026-10-01;2026-07-01;-92
9431346;7140_mrd;4;2025-07-01;2026-01-01;184
9431346;7140_mrd;9;2025-10-01;2026-07-01;273
9431346;7140_mrd;28;2025-07-01;2026-01-01;184
9478930;91E0_vm;4;2026-01-01;2025-07-01;-184
9478930;91E0_vm;9;2026-07-01;2026-01-01;-181
9478930;91E0_vm;28;2026-01-01;2025-07-01;-184
9525806;91E0_vm;4;2026-10-01;2025-07-01;-457
9525806;91E0_vm;28;2026-10-01;2025-07-01;-457
9549529;7220;15;2026-01-01;2025-10-01;-92
9980649;3140_5_50;4;2026-10-01;2025-07-01;-457
9980649;3140_5_50;27;2026-10-01;2025-07-01;-457
9980649;3140_5_50;28;2026-10-01;2025-07-01;-457
10655830;6510_hu;4;2026-04-01;2025-10-01;-182
10655830;6510_hu;9;2026-07-01;2026-04-01;-91
10655830;6510_hu;28;2026-04-01;2025-10-01;-182
11971110;7220;4;2025-10-01;2025-07-01;-92
11971110;7220;11;2025-10-01;2025-07-01;-92
11971110;7220;13;2025-10-01;2025-07-01;-92
11971110;7220;15;2026-04-01;2026-01-01;-90
11971110;7220;16;2025-10-01;2025-07-01;-92
11971110;7220;27;2025-10-01;2025-07-01;-92
11971110;7220;28;2025-10-01;2025-07-01;-92
12532662;91E0_vo;4;2026-07-01;2026-01-01;-181
12532662;91E0_vo;9;2026-10-01;2026-07-01;-92
12532662;91E0_vo;28;2026-07-01;2026-01-01;-181
12686521;7220;4;2026-01-01;2025-10-01;-92
12686521;7220;15;2026-07-01;2026-04-01;-91
12686521;7220;27;2026-01-01;2025-10-01;-92
12686521;7220;28;2026-01-01;2025-10-01;-92
13038894;7150;4;2026-01-01;2025-10-01;-92
13038894;7150;9;2026-07-01;2026-04-01;-91
13038894;7150;28;2026-01-01;2025-10-01;-92
15049638;6430_hf;4;2025-10-01;2025-07-01;-92
15049638;6430_hf;9;2026-04-01;2026-01-01;-90
15049638;6430_hf;11;2025-10-01;2025-07-01;-92
15049638;6430_hf;13;2025-10-01;2025-07-01;-92
15049638;6430_hf;28;2025-10-01;2025-07-01;-92
15050934;6430_hf;4;2026-01-01;2025-07-01;-184
15050934;6430_hf;9;2026-07-01;2025-10-01;-273
15050934;6430_hf;28;2026-01-01;2025-07-01;-184
15059449;6430_hf;4;2026-10-01;2026-01-01;-273
15059449;6430_hf;28;2026-10-01;2026-01-01;-273
15639737;7220;4;2026-04-01;2026-01-01;-90
15639737;7220;15;2026-10-01;2026-07-01;-92
15639737;7220;27;2026-04-01;2026-01-01;-90
15639737;7220;28;2026-04-01;2026-01-01;-90
16848710;7220;4;2026-07-01;2026-04-01;-91
16848710;7220;27;2026-07-01;2026-04-01;-91
16848710;7220;28;2026-07-01;2026-04-01;-91
17595590;6410_mo;4;2026-04-01;2025-10-01;-182
17595590;6410_mo;9;2026-10-01;2026-04-01;-183
17595590;6410_mo;28;2026-04-01;2025-10-01;-182
17682598;6410_mo;4;2026-10-01;2026-04-01;-183
17682598;6410_mo;28;2026-10-01;2026-04-01;-183
17912057;91E0_vn;4;2026-04-01;2025-07-01;-274
17912057;91E0_vn;9;2026-07-01;2025-10-01;-273
17912057;91E0_vn;28;2026-04-01;2025-07-01;-274
17934681;91E0_vc;4;2025-10-01;2025-07-01;-92
17934681;91E0_vc;9;2026-04-01;2026-01-01;-90
17934681;91E0_vc;11;2025-10-01;2025-07-01;-92
17934681;91E0_vc;13;2025-10-01;2025-07-01;-92
17934681;91E0_vc;28;2025-10-01;2025-07-01;-92
17942777;91E0_vc;4;2026-04-01;2025-10-01;-182
17942777;91E0_vc;9;2026-07-01;2026-04-01;-91
17942777;91E0_vc;28;2026-04-01;2025-10-01;-182
17978265;91E0_vc;4;2026-07-01;2026-04-01;-91
17978265;91E0_vc;9;2026-10-01;2026-07-01;-92
17978265;91E0_vc;28;2026-07-01;2026-04-01;-91
18526001;2190_mp;4;2025-07-01;2026-04-01;274
18526001;2190_mp;9;2025-10-01;2026-10-01;365
18526001;2190_mp;28;2025-07-01;2026-04-01;274
19752678;3130_aom_0_1;11;2025-10-01;2025-07-01;-92
19752678;3130_aom_0_1;15;2025-10-01;2026-01-01;92
19752678;3130_aom_0_1;16;2025-10-01;2025-07-01;-92
27584145;6510_hua;4;2025-07-01;2026-04-01;274
27584145;6510_hua;9;2026-01-01;2026-10-01;273
27584145;6510_hua;28;2025-07-01;2026-04-01;274
27917750;3260;4;2026-04-01;2025-07-01;-274
27917750;3260;15;2026-07-01;2026-01-01;-181
27917750;3260;27;2026-04-01;2025-07-01;-274
27917750;3260;28;2026-04-01;2025-07-01;-274
27924342;3260;4;2026-10-01;2025-07-01;-457
27924342;3260;27;2026-10-01;2025-07-01;-457
27924342;3260;28;2026-10-01;2025-07-01;-457
29329682;7140_mrd;4;2025-07-01;2026-04-01;274
29329682;7140_mrd;9;2025-10-01;2026-10-01;365
29329682;7140_mrd;28;2025-07-01;2026-04-01;274
31536054;7140_meso;4;2026-07-01;2025-07-01;-365
31536054;7140_meso;9;2026-10-01;2025-10-01;-365
31536054;7140_meso;28;2026-07-01;2025-07-01;-365
42651954;9190;4;2026-04-01;2026-01-01;-90
42651954;9190;9;2026-10-01;2026-07-01;-92
42651954;9190;28;2026-04-01;2026-01-01;-90
44831413;1330_hpr;4;2026-01-01;2026-07-01;181
44831413;1330_hpr;9;2026-07-01;2026-10-01;92
44831413;1330_hpr;28;2026-01-01;2026-07-01;181
47583517;6430_mr;4;2025-07-01;2026-07-01;365
47583517;6430_mr;9;2026-01-01;2026-10-01;273
47583517;6430_mr;28;2025-07-01;2026-07-01;365
48457497;7220;11;2025-10-01;2025-07-01;-92
48457497;7220;13;2025-10-01;2025-07-01;-92
48457497;7220;15;2025-10-01;2026-01-01;92
48457497;7220;16;2025-10-01;2025-07-01;-92
48578229;1310_pol;4;2025-07-01;2026-04-01;274
48578229;1310_pol;9;2026-01-01;2026-07-01;181
48578229;1310_pol;28;2025-07-01;2026-04-01;274
48933681;2190_overig;4;2025-07-01;2026-04-01;274
48933681;2190_overig;9;2026-01-01;2026-07-01;181
48933681;2190_overig;28;2025-07-01;2026-04-01;274
49757406;7140_oli;4;2025-07-01;2025-10-01;92
49757406;7140_oli;9;2026-01-01;2026-04-01;90
49757406;7140_oli;11;2025-07-01;2025-10-01;92
49757406;7140_oli;13;2025-07-01;2025-10-01;92
49757406;7140_oli;28;2025-07-01;2025-10-01;92
49779889;2190_mp;4;2025-07-01;2025-10-01;92
49779889;2190_mp;9;2026-01-01;2026-04-01;90
49779889;2190_mp;11;2025-07-01;2025-10-01;92
49779889;2190_mp;13;2025-07-01;2025-10-01;92
49779889;2190_mp;28;2025-07-01;2025-10-01;92
49877622;7140_oli;4;2025-07-01;2026-04-01;274
49877622;7140_oli;9;2026-01-01;2026-07-01;181
49877622;7140_oli;28;2025-07-01;2026-04-01;274
49913329;3150_0_1;4;2026-10-01;2026-04-01;-183
49913329;3150_0_1;27;2026-10-01;2026-04-01;-183
49913329;3150_0_1;28;2026-10-01;2026-04-01;-183
50014361;7220;4;2026-07-01;2025-07-01;-365
50014361;7220;15;2026-10-01;2025-10-01;-365
50014361;7220;27;2026-07-01;2025-07-01;-365
50014361;7220;28;2026-07-01;2025-07-01;-365
50042033;2190_mp;4;2025-07-01;2026-07-01;365
50042033;2190_mp;9;2025-10-01;2026-10-01;365
50042033;2190_mp;28;2025-07-01;2026-07-01;365
51330817;6230_hmo;4;2026-04-01;2026-01-01;-90
51330817;6230_hmo;28;2026-04-01;2026-01-01;-90
51420278;6230_hmo;4;2026-07-01;2026-04-01;-91
51420278;6230_hmo;9;2026-10-01;2026-07-01;-92
51420278;6230_hmo;28;2026-07-01;2026-04-01;-91
51535145;6430_hw;4;2025-10-01;2026-04-01;182
51535145;6430_hw;9;2026-04-01;2026-07-01;91
51535145;6430_hw;28;2025-10-01;2026-04-01;182
52853470;3160_0_1;4;2025-10-01;2025-07-01;-92
52853470;3160_0_1;15;2026-04-01;2025-10-01;-182
52853470;3160_0_1;27;2025-10-01;2025-07-01;-92
52853470;3160_0_1;28;2025-10-01;2025-07-01;-92
53112286;3160_0_1;4;2026-10-01;2026-07-01;-92
53112286;3160_0_1;27;2026-10-01;2026-07-01;-92
53112286;3160_0_1;28;2026-10-01;2026-07-01;-92
53288370;9130_fm;4;2025-07-01;2026-10-01;457
53288370;9130_fm;28;2025-07-01;2026-10-01;457
60185305;91E0_va;4;2026-07-01;2026-01-01;-181
60185305;91E0_va;28;2026-07-01;2026-01-01;-181
