grts_address,stratum,activity_group_id,date_start,archive_version_id,visit_done,was_modified,n
9262,9120,4,2026-04-01,5,t,t,1
9262,9120,11,2025-10-01,,f,f,1
9262,9120,13,2025-10-01,,f,f,1
9262,9120,28,2031-10-01,3,f,f,1
10745,9120,4,2026-07-01,,t,t,1
10745,9120,28,2026-07-01,,f,f,1
23238,9160,4,2025-07-01,,t,t,1
23238,9160,28,2025-07-01,,f,t,1
88274,9190,4,2026-01-01,5,t,t,1
88274,9190,11,2025-10-01,,f,f,1
88274,9190,13,2025-10-01,,f,f,1
88274,9190,28,2031-10-01,3,f,f,1
105458,4010,4,2025-07-01,,f,f,1
105458,4010,4,2026-04-01,5,t,t,1
105458,4010,11,2025-07-01,,f,f,1
105458,4010,13,2025-07-01,,f,f,1
105458,4010,28,2026-04-01,5,t,t,1
122549,1330_hpr,4,2025-07-01,,t,t,1
122549,1330_hpr,9,2025-10-01,,f,f,1
122549,1330_hpr,28,2025-07-01,,t,t,1
176862,4010,4,2026-10-01,5,t,t,1
176862,4010,9,2026-10-01,,f,f,1
176862,4010,28,2026-10-01,5,t,t,1
198137,91E0_vc,4,2025-10-01,,t,t,1
198137,91E0_vc,9,2026-04-01,,f,f,1
198137,91E0_vc,11,2025-10-01,,f,f,1
198137,91E0_vc,13,2025-10-01,,f,f,1
198137,91E0_vc,28,2025-10-01,,f,f,1
211193,91E0_vc,4,2026-10-01,5,t,t,1
211193,91E0_vc,9,2026-10-01,,f,f,1
211193,91E0_vc,28,2032-04-01,3,f,f,1
212661,1310_pol,4,2030-04-01,5,t,t,1
212661,1310_pol,28,2030-04-01,5,t,t,1
236530,4010,4,2026-07-01,5,f,t,1
236530,4010,9,2026-10-01,,f,f,1
236530,4010,28,2026-04-01,,f,f,1
236530,4010,28,2032-04-01,3,f,f,1
292585,91E0_sf,4,2025-10-01,,t,t,1
292585,91E0_sf,9,2026-04-01,,f,f,1
292585,91E0_sf,11,2025-10-01,,f,f,1
292585,91E0_sf,13,2025-10-01,,f,f,1
292585,91E0_sf,28,2025-10-01,,t,t,1
299701,1330_hpr,4,2025-07-01,5,t,t,1
299701,1330_hpr,11,2025-07-01,3,f,f,1
299701,1330_hpr,13,2025-07-01,3,f,f,1
299701,1330_hpr,28,2026-01-01,,t,t,1
366225,6510_hua,4,2025-10-01,5,t,t,1
366225,6510_hua,9,2026-04-01,3,f,f,1
366225,6510_hua,9,2026-10-01,3,f,f,1
366225,6510_hua,11,2025-10-01,3,f,f,1
366225,6510_hua,13,2025-10-01,3,f,f,1
366225,6510_hua,28,2025-10-01,5,t,t,1
369974,7140_meso,4,2025-07-01,,t,t,1
369974,7140_meso,28,2025-07-01,,t,t,1
409269,1310_pol,4,2030-07-01,5,t,t,1
409269,1310_pol,28,2030-07-01,5,t,t,1
425385,91E0_sf,4,2026-10-01,,t,t,1
425385,91E0_sf,28,2026-10-01,,t,t,1
450229,1330_hpr,4,2025-10-01,5,t,t,1
450229,1330_hpr,9,2026-04-01,5,f,f,1
450229,1330_hpr,9,2026-10-01,5,f,f,1
450229,1330_hpr,11,2025-10-01,5,f,f,1
450229,1330_hpr,13,2025-10-01,5,f,f,1
450229,1330_hpr,28,2025-10-01,5,t,t,1
500782,6230_hmo,4,2025-07-01,,t,t,1
500782,6230_hmo,28,2025-07-01,,t,t,1
540341,1330_hpr,4,2026-07-01,5,t,t,1
540341,1330_hpr,28,2026-07-01,5,t,t,1
656798,6410_mo,4,2025-10-01,5,t,t,1
656798,6410_mo,11,2025-10-01,3,f,f,1
656798,6410_mo,13,2025-10-01,3,f,f,1
656798,6410_mo,28,2025-10-01,5,t,t,1
696182,7140_meso,4,2026-07-01,5,t,t,1
696182,7140_meso,9,2026-07-01,,f,f,1
696182,7140_meso,28,2026-07-01,5,t,t,1
709330,7140_meso,4,2026-04-01,,t,t,1
709330,7140_meso,4,2032-04-01,3,f,f,1
709330,7140_meso,9,2026-10-01,,f,f,1
709330,7140_meso,28,2026-04-01,,t,t,1
709330,7140_meso,28,2032-04-01,3,f,f,1
743982,6230_hmo,4,2025-07-01,,t,t,1
743982,6230_hmo,28,2025-07-01,,t,t,1
780114,6230_hmo,4,2025-10-01,,t,t,1
780114,6230_hmo,4,2031-10-01,3,f,f,1
780114,6230_hmo,11,2025-10-01,,f,f,1
780114,6230_hmo,13,2025-10-01,,f,f,1
780114,6230_hmo,28,2025-10-01,,t,t,1
780114,6230_hmo,28,2031-10-01,3,f,f,1
871030,4010,4,2026-04-01,,f,f,1
871030,4010,9,2026-10-01,,f,f,1
871030,4010,28,2026-04-01,,f,f,1
871030,7150,4,2025-10-01,5,t,t,1
871030,7150,9,2026-04-01,3,f,f,1
871030,7150,9,2026-10-01,3,f,f,1
871030,7150,11,2025-10-01,3,f,f,1
871030,7150,13,2025-10-01,3,f,f,1
871030,7150,28,2025-10-01,5,t,t,1
928050,91E0_vm,4,2026-01-01,,t,t,1
928050,91E0_vm,9,2026-07-01,,f,f,1
928050,91E0_vm,28,2026-01-01,,f,f,1
979286,6230_hmo,4,2026-10-01,5,t,t,1
979286,6230_hmo,9,2026-10-01,,f,f,1
979286,6230_hmo,28,2026-10-01,5,t,t,1
1195701,1310_pol,4,2025-07-01,,t,t,1
1195701,1310_pol,9,2026-01-01,,f,f,1
1195701,1310_pol,28,2025-07-01,,t,t,1
1280278,6510_hus,4,2025-07-01,5,t,t,1
1280278,6510_hus,9,2026-01-01,3,f,f,1
1280278,6510_hus,9,2026-07-01,3,f,f,1
1280278,6510_hus,11,2025-07-01,5,t,t,1
1280278,6510_hus,13,2025-07-01,5,t,t,1
1280278,6510_hus,28,2025-07-01,5,t,t,1
1588917,1310_pol,4,2025-10-01,,t,t,1
1588917,1310_pol,9,2026-04-01,,f,f,1
1588917,1310_pol,11,2025-10-01,,f,f,1
1588917,1310_pol,13,2025-10-01,,f,f,1
1588917,1310_pol,28,2025-10-01,,t,t,1
1736754,9160,4,2026-01-01,5,t,t,1
1736754,9160,11,2025-10-01,,f,f,1
1736754,9160,13,2025-10-01,,f,f,1
1736754,9160,28,2031-07-01,3,f,f,1
1818369,6230_hmo,4,2025-10-01,,t,t,1
1818369,6230_hmo,11,2025-10-01,,t,t,1
1818369,6230_hmo,13,2025-10-01,,t,t,1
1818369,6230_hmo,28,2025-10-01,,t,t,1
1902553,9130_end,4,2025-07-01,,f,f,1
1902553,9130_end,4,2025-10-01,5,t,t,1
1902553,9130_end,11,2025-10-01,5,t,t,1
1902553,9130_end,13,2025-10-01,5,t,t,1
1902553,9130_end,28,2025-07-01,,f,f,1
1902553,9130_end,28,2031-01-01,3,f,t,1
1904953,9130_end,4,2026-04-01,5,t,t,1
1904953,9130_end,11,2025-10-01,,f,f,1
1904953,9130_end,13,2025-10-01,,f,f,1
1904953,9130_end,28,2031-10-01,3,f,f,1
2137206,7230,4,2025-07-01,5,t,t,1
2137206,7230,9,2026-01-01,3,f,f,1
2137206,7230,9,2026-07-01,3,f,f,1
2137206,7230,28,2025-07-01,5,t,t,1
2227625,91E0_sf,4,2025-10-01,,t,t,1
2227625,91E0_sf,11,2025-10-01,,f,f,1
2227625,91E0_sf,13,2025-10-01,,f,f,1
2227625,91E0_sf,28,2025-10-01,,t,t,1
3202741,1310_pol,4,2025-07-01,5,t,t,1
3202741,1310_pol,28,2025-07-01,5,t,t,1
3559134,6230_hmo,4,2026-10-01,,t,t,1
3559134,6230_hmo,28,2026-10-01,,t,t,1
3664630,7140_meso,4,2025-10-01,5,t,t,1
3664630,7140_meso,28,2025-10-01,5,t,t,1
3726770,91E0_vc,4,2026-01-01,,t,t,1
3726770,91E0_vc,9,2026-07-01,,f,f,1
3726770,91E0_vc,28,2026-01-01,,f,f,1
3858101,1310_pol,4,2025-07-01,5,t,t,1
3858101,1310_pol,9,2026-01-01,5,f,f,1
3858101,1310_pol,9,2026-07-01,5,f,f,1
3858101,1310_pol,11,2025-07-01,5,f,f,1
3858101,1310_pol,13,2025-07-01,5,f,f,1
3858101,1310_pol,28,2025-07-01,5,t,t,1
4211622,6510_hu,4,2025-07-01,5,t,t,1
4211622,6510_hu,9,2026-01-01,3,f,f,1
4211622,6510_hu,9,2026-07-01,3,f,f,1
4211622,6510_hu,28,2025-07-01,3,f,f,1
4229394,7210,4,2025-07-01,5,t,t,1
4229394,7210,9,2026-01-01,3,f,f,1
4229394,7210,9,2026-07-01,3,f,f,1
4229394,7210,11,2025-07-01,5,t,t,1
4229394,7210,13,2025-07-01,5,t,t,1
4229394,7210,28,2025-07-01,5,t,t,1
4234358,7230,4,2025-10-01,5,t,t,1
4234358,7230,9,2026-04-01,3,f,f,1
4234358,7230,9,2026-10-01,3,f,f,1
4234358,7230,11,2025-10-01,5,t,t,1
4234358,7230,13,2025-10-01,5,t,t,1
4234358,7230,28,2025-10-01,5,t,t,1
4241542,91E0_vm,4,2026-10-01,5,t,t,1
4241542,91E0_vm,9,2026-10-01,,f,f,1
4241542,91E0_vm,28,2026-10-01,5,t,t,1
4447925,1330_hpr,4,2025-07-01,5,t,t,1
4447925,1330_hpr,9,2025-10-01,5,f,f,1
4447925,1330_hpr,9,2026-04-01,,f,f,1
4447925,1330_hpr,9,2026-10-01,5,f,f,1
4447925,1330_hpr,11,2025-10-01,,f,f,1
4447925,1330_hpr,13,2025-10-01,,f,f,1
4447925,1330_hpr,28,2025-07-01,5,t,t,1
4632918,6410_ve,4,2025-07-01,5,t,t,1
4632918,6410_ve,9,2026-01-01,3,f,f,1
4632918,6410_ve,9,2026-07-01,3,f,f,1
4632918,6410_ve,28,2025-07-01,5,t,t,1
4772254,9190,4,2025-07-01,5,t,t,1
4772254,9190,9,2026-01-01,3,f,f,1
4772254,9190,9,2026-07-01,3,f,f,1
4772254,9190,28,2025-07-01,3,f,f,1
5455541,1310_pol,4,2026-04-01,5,t,t,1
5455541,1310_pol,9,2026-10-01,5,f,f,1
5455541,1310_pol,28,2026-04-01,5,t,t,1
5979829,1310_pol,4,2026-07-01,5,t,t,1
5979829,1310_pol,28,2026-07-01,5,t,t,1
6092977,2190_mp,4,2025-07-01,5,t,t,1
6092977,2190_mp,9,2026-01-01,3,f,f,1
6092977,2190_mp,9,2026-07-01,3,f,f,1
6092977,2190_mp,11,2025-07-01,3,f,f,1
6092977,2190_mp,13,2025-07-01,3,f,f,1
6092977,2190_mp,28,2025-07-01,5,t,t,1
6314694,91E0_va,4,2025-07-01,5,t,t,1
6314694,91E0_va,9,2026-04-01,,f,f,1
6314694,91E0_va,11,2025-10-01,,f,f,1
6314694,91E0_va,13,2025-10-01,,f,f,1
6314694,91E0_va,28,2025-07-01,1,f,f,1
6417454,91E0_vm,4,2026-04-01,5,t,t,1
6417454,91E0_vm,11,2025-10-01,,f,f,1
6417454,91E0_vm,13,2025-10-01,,f,f,1
6417454,91E0_vm,28,2026-04-01,3,f,f,1
7069106,9130_fm,4,2025-07-01,5,t,t,1
7069106,9130_fm,9,2026-01-01,3,f,f,1
7069106,9130_fm,9,2026-07-01,3,f,f,1
7069106,9130_fm,11,2025-07-01,3,f,f,1
7069106,9130_fm,13,2025-07-01,3,f,f,1
7069106,9130_fm,28,2027-04-01,3,f,f,1
7151026,9130_fm,4,2025-10-01,5,t,t,1
7151026,9130_fm,9,2026-04-01,3,f,f,1
7151026,9130_fm,9,2026-10-01,3,f,f,1
7151026,9130_fm,11,2025-10-01,3,f,f,1
7151026,9130_fm,13,2025-10-01,3,f,f,1
7151026,9130_fm,28,2025-10-01,5,t,t,1
8826293,1330_hpr,4,2025-07-01,3,f,f,1
8826293,1330_hpr,4,2026-04-01,,t,t,1
8826293,1330_hpr,11,2025-07-01,3,f,f,1
8826293,1330_hpr,13,2025-07-01,3,f,f,1
8826293,1330_hpr,28,2025-07-01,3,f,f,1
8826293,1330_hpr,28,2026-04-01,,t,t,1
9488370,6230_hmo,4,2026-10-01,,t,t,1
9488370,6230_hmo,28,2026-10-01,,t,t,1
9488370,6410_mo,4,2026-07-01,,f,f,1
9488370,6410_mo,28,2026-07-01,,f,f,1
9525806,91E0_vm,4,2025-07-01,,t,t,1
9525806,91E0_vm,9,2026-01-01,,f,f,1
9525806,91E0_vm,11,2025-07-01,,f,f,1
9525806,91E0_vm,13,2025-07-01,,f,f,1
9525806,91E0_vm,28,2025-07-01,,f,f,1
10152242,4010,4,2026-04-01,,t,t,1
10152242,4010,9,2026-10-01,,f,f,1
10152242,4010,28,2026-04-01,,t,t,1
10640110,6230_hmo,4,2026-01-01,,t,t,1
10640110,6230_hmo,9,2026-07-01,,f,f,1
10640110,6230_hmo,28,2026-01-01,,t,t,1
13688242,9130_fm,4,2026-10-01,5,t,t,1
13688242,9130_fm,28,2029-04-01,3,f,f,1
15026297,6430_hf,4,2025-07-01,5,t,t,1
15026297,6430_hf,9,2026-01-01,3,f,f,1
15026297,6430_hf,9,2026-07-01,3,f,f,1
15026297,6430_hf,11,2025-07-01,3,f,f,1
15026297,6430_hf,13,2025-07-01,3,f,f,1
15026297,6430_hf,28,2025-07-01,5,t,t,1
15595153,6510_hua,4,2025-07-01,,t,t,1
15595153,6510_hua,11,2025-07-01,,f,f,1
15595153,6510_hua,13,2025-07-01,,f,f,1
15595153,6510_hua,28,2025-07-01,,t,t,1
17262898,4010,4,2025-07-01,,t,t,1
17262898,4010,28,2025-07-01,,t,t,1
17912057,91E0_vn,4,2025-07-01,,t,t,1
17912057,91E0_vn,4,2026-04-01,3,f,f,1
17912057,91E0_vn,11,2025-10-01,,f,f,1
17912057,91E0_vn,13,2025-10-01,,f,f,1
17912057,91E0_vn,28,2025-07-01,,f,f,1
17912057,91E0_vn,28,2026-04-01,3,f,f,1
19914421,1310_pol,4,2026-01-01,5,t,t,1
19914421,1310_pol,9,2026-07-01,5,f,f,1
19914421,1310_pol,28,2026-01-01,5,t,t,1
20994606,7140_oli,4,2025-10-01,,t,t,1
20994606,7140_oli,11,2025-10-01,,f,f,1
20994606,7140_oli,13,2025-10-01,,f,f,1
20994606,7140_oli,28,2025-10-01,,t,t,1
21167406,6410_ve,4,2025-07-01,5,t,t,1
21167406,6410_ve,9,2026-01-01,3,f,f,1
21167406,6410_ve,9,2026-07-01,3,f,f,1
21167406,6410_ve,11,2025-07-01,3,f,f,1
21167406,6410_ve,13,2025-07-01,3,f,f,1
21167406,6410_ve,28,2025-07-01,5,t,t,1
21323197,1310_pol,4,2026-07-01,5,t,t,1
21323197,1310_pol,9,2026-10-01,3,f,f,1
21323197,1310_pol,28,2026-07-01,3,f,f,1
23091910,91E0_vm,4,2025-07-01,5,t,t,1
23091910,91E0_vm,9,2026-01-01,3,f,f,1
23091910,91E0_vm,9,2026-07-01,3,f,f,1
23091910,91E0_vm,28,2025-07-01,3,f,f,1
23906290,91E0_vm,4,2025-07-01,,t,t,1
23906290,91E0_vm,11,2025-07-01,,f,f,1
23906290,91E0_vm,13,2025-07-01,,f,f,1
23906290,91E0_vm,28,2025-07-01,,f,f,1
27369590,7230,4,2025-07-01,5,t,t,1
27369590,7230,9,2025-10-01,3,f,f,1
27369590,7230,9,2026-04-01,3,f,f,1
27369590,7230,9,2026-10-01,3,f,f,1
27369590,7230,28,2025-07-01,5,t,t,1
27584145,6510_hua,4,2025-07-01,5,t,t,1
27584145,6510_hua,11,2025-07-01,3,f,f,1
27584145,6510_hua,13,2025-07-01,3,f,f,1
27584145,6510_hua,28,2025-07-01,5,t,t,1
29329682,7140_mrd,4,2025-07-01,5,t,t,1
29329682,7140_mrd,28,2025-07-01,5,t,t,1
29769397,1310_pol,4,2025-07-01,5,t,t,1
29769397,1310_pol,9,2025-10-01,5,f,f,1
29769397,1310_pol,9,2026-04-01,5,f,f,1
29769397,1310_pol,9,2026-10-01,5,f,f,1
29769397,1310_pol,28,2025-07-01,5,t,t,1
31496054,7140_meso,4,2025-07-01,5,t,t,1
31496054,7140_meso,9,2025-10-01,5,t,t,1
31496054,7140_meso,11,2025-10-01,3,f,f,1
31496054,7140_meso,13,2025-10-01,3,f,f,1
31496054,7140_meso,28,2025-07-01,5,t,t,1
31682546,7140_meso,4,2025-07-01,,t,t,1
31682546,7140_meso,11,2025-07-01,,f,f,1
31682546,7140_meso,13,2025-07-01,,f,f,1
31682546,7140_meso,28,2025-07-01,,t,t,1
35039538,91E0_vo,4,2025-07-01,,t,t,1
35039538,91E0_vo,28,2025-07-01,,t,t,1
36407570,7140_mrd,4,2025-07-01,5,t,t,1
36407570,7140_mrd,9,2025-10-01,3,f,f,1
36407570,7140_mrd,9,2026-04-01,3,f,f,1
36407570,7140_mrd,9,2026-10-01,3,f,f,1
36407570,7140_mrd,11,2025-10-01,5,t,t,1
36407570,7140_mrd,13,2025-10-01,5,t,t,1
36407570,7140_mrd,28,2025-07-01,5,t,t,1
41313630,6510_hus,4,2025-07-01,5,t,t,1
41313630,6510_hus,9,2025-10-01,3,f,f,1
41313630,6510_hus,9,2026-04-01,3,f,f,1
41313630,6510_hus,9,2026-10-01,3,f,f,1
41313630,6510_hus,28,2025-07-01,3,f,f,1
42651954,9190,4,2026-01-01,,t,t,1
42651954,9190,28,2026-01-01,,f,f,1
44604534,7210,4,2025-07-01,5,t,t,1
44604534,7210,9,2026-01-01,3,f,f,1
44604534,7210,9,2026-07-01,3,f,f,1
44604534,7210,11,2025-07-01,5,t,t,1
44604534,7210,13,2025-07-01,5,t,t,1
44604534,7210,28,2025-07-01,5,t,t,1
44765877,1330_hpr,4,2025-07-01,,t,t,1
44765877,1330_hpr,11,2025-07-01,,f,f,1
44765877,1330_hpr,13,2025-07-01,,f,f,1
44765877,1330_hpr,28,2025-07-01,,t,t,1
47553522,7150,4,2025-07-01,,t,t,1
47553522,7150,11,2025-10-01,,f,f,1
47553522,7150,13,2025-10-01,,f,f,1
47553522,7150,28,2025-07-01,,t,t,1
47685766,7140_base,4,2025-10-01,5,t,t,1
47685766,7140_base,9,2026-04-01,3,f,f,1
47685766,7140_base,9,2026-10-01,3,f,f,1
47685766,7140_base,11,2025-10-01,3,f,f,1
47685766,7140_base,13,2025-10-01,3,f,f,1
47685766,7140_base,28,2025-10-01,5,t,t,1
48053941,1310_pol,4,2025-07-01,,t,t,1
48053941,1310_pol,9,2026-01-01,,f,f,1
48053941,1310_pol,11,2025-07-01,,f,f,1
48053941,1310_pol,13,2025-07-01,,f,f,1
48053941,1310_pol,28,2025-07-01,,t,t,1
48578229,1310_pol,4,2025-07-01,5,t,t,1
48578229,1310_pol,11,2025-07-01,5,f,f,1
48578229,1310_pol,13,2025-07-01,5,f,f,1
48578229,1310_pol,28,2025-07-01,5,t,t,1
49692341,1310_pol,4,2026-04-01,5,t,t,1
49692341,1310_pol,9,2026-07-01,5,f,f,1
49692341,1310_pol,28,2026-04-01,5,t,t,1
50988446,6410_mo,4,2025-07-01,,t,t,1
50988446,6410_mo,11,2025-10-01,,f,f,1
50988446,6410_mo,13,2025-10-01,,f,f,1
50988446,6410_mo,28,2025-07-01,,t,t,1
51431410,6230_hmo,4,2025-07-01,,t,t,1
51431410,6230_hmo,11,2025-07-01,,f,f,1
51431410,6230_hmo,13,2025-07-01,,t,t,1
51431410,6230_hmo,28,2025-07-01,,t,t,1
51598638,6230_hmo,4,2026-04-01,,t,t,1
51598638,6230_hmo,9,2026-07-01,,f,f,1
51598638,6230_hmo,28,2026-04-01,,t,t,1
53206450,9130_fm,4,2025-07-01,5,t,t,1
53206450,9130_fm,9,2025-10-01,3,f,f,1
53206450,9130_fm,9,2026-04-01,3,f,f,1
53206450,9130_fm,9,2026-10-01,3,f,f,1
53206450,9130_fm,11,2025-10-01,3,f,f,1
53206450,9130_fm,13,2025-10-01,3,f,f,1
53206450,9130_fm,28,2029-04-01,3,f,f,1
53288370,9130_fm,4,2025-07-01,5,t,t,1
53288370,9130_fm,9,2025-10-01,3,f,f,1
53288370,9130_fm,9,2026-04-01,3,f,f,1
53288370,9130_fm,9,2026-10-01,3,f,f,1
53288370,9130_fm,11,2025-10-01,3,f,f,1
53288370,9130_fm,13,2025-10-01,3,f,f,1
53288370,9130_fm,28,2025-07-01,5,t,t,1
53438770,6230_hmo,4,2026-07-01,,t,t,1
53438770,6230_hmo,9,2026-10-01,,f,f,1
53438770,6230_hmo,28,2026-07-01,,t,t,1
57174322,4010,4,2025-10-01,,t,t,1
57174322,4010,11,2025-10-01,,f,f,1
57174322,4010,13,2025-10-01,,f,f,1
57174322,4010,28,2025-10-01,,t,t,1
59719349,1310_pol,4,2025-10-01,5,t,t,1
59719349,1310_pol,9,2026-04-01,5,f,f,1
59719349,1310_pol,9,2026-10-01,4,f,f,1
59719349,1310_pol,11,2025-10-01,5,f,f,1
59719349,1310_pol,13,2025-10-01,5,f,f,1
59719349,1310_pol,28,2025-10-01,5,t,t,1
60185305,91E0_va,4,2026-01-01,,f,f,1
60185305,91E0_va,4,2026-07-01,5,t,t,1
60185305,91E0_va,9,2026-07-01,,f,f,1
60185305,91E0_va,28,2026-01-01,,f,f,1
